ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
1454977_at	0.4842432	1.42E-01	1.623466	-5.397011	0.1582428	C2cd3
1440599_at	0.4842432	1.42E-01	-1.623423	-5.397069	-0.1681049	Olfr658
1453995_a_at	0.4842432	1.42E-01	1.623377	-5.397132	0.1875893	Trmt2a
1424167_a_at	0.4842432	1.42E-01	1.623333	-5.397191	0.1361016	Pmm1
1447269_at	0.4842432	1.42E-01	1.623291	-5.397248	0.2038643	Fam184b
1443128_at	0.4842962	1.42E-01	-1.623168	-5.397413	-0.2394291	Ints6
1454525_at	0.4843124	1.42E-01	1.623089	-5.39752	0.1806636	Sep15
1426158_at	0.4843124	1.42E-01	-1.623046	-5.397578	-0.2061719	Tcrb-J
1419097_a_at	0.4843876	1.42E-01	1.622856	-5.397835	0.2454403	Stom
1451894_a_at	0.4843876	1.42E-01	1.622844	-5.397852	0.1790091	Scn8a
1421692_at	0.4844658	1.42E-01	1.622664	-5.398094	0.1842394	Cacna1e
1427183_at	0.4844658	1.42E-01	-1.622637	-5.39813	-0.184305	Efemp1
1420499_at	0.4847848	1.42E-01	1.622152	-5.398785	0.2286444	Gch1
1433148_at	0.4848325	1.42E-01	1.621991	-5.399004	0.2114809	4930513N20Rik
1425472_a_at	0.4848325	1.42E-01	-1.621983	-5.399014	-0.1810861	Lmna
1455035_s_at	0.4848325	1.42E-01	1.621915	-5.399105	0.1275314	Nop56
1444742_at	0.4848325	1.42E-01	1.621887	-5.399143	0.1493939	
1442610_at	0.4849637	1.42E-01	1.621659	-5.399452	0.1653192	Plxdc1
1449521_at	0.484967	1.42E-01	-1.621604	-5.399525	-0.2198068	Cd93
1450661_x_at	0.4852651	1.42E-01	-1.621148	-5.400141	-0.1805727	Nfic
1422362_s_at	0.485289	1.42E-01	1.621066	-5.400252	0.1717941	Olfr69///Olfr68
1445625_at	0.4852967	1.42E-01	-1.621005	-5.400333	-0.1323344	
1416681_at	0.4853202	1.42E-01	1.620923	-5.400444	0.238825	Ube3a
1449899_at	0.4854559	1.42E-01	1.620689	-5.400761	0.1548611	Grin3b
1424204_at	0.4855017	1.43E-01	-1.620576	-5.400912	-0.1686052	Mrpl13
1458994_at	0.4855587	1.43E-01	-1.620405	-5.401144	-0.2650159	
1436318_at	0.4855587	1.43E-01	-1.620399	-5.401152	-0.1545361	Tardbp
1430357_at	0.4856948	1.43E-01	-1.620163	-5.40147	-0.2272592	H3f3b
1435415_x_at	0.4856948	1.43E-01	1.620114	-5.401536	0.3025326	Marcksl1
1460138_at	0.4859183	1.43E-01	-1.61976	-5.402014	-0.2245273	
1439876_at	0.4859251	1.43E-01	1.619661	-5.402147	0.174293	Vti1a
1437634_at	0.4859251	1.43E-01	1.619596	-5.402236	0.1531872	Thoc2
1430776_s_at	0.4859251	1.43E-01	-1.619561	-5.402283	-0.188453	Ankrd24
1459737_s_at	0.4859251	1.43E-01	-1.619551	-5.402296	-0.1450797	Ttr
1445981_at	0.4859335	1.43E-01	1.61949	-5.402378	0.1451582	
1419479_at	0.4860776	1.43E-01	1.619244	-5.40271	0.2081265	Sectm1b
1418490_at	0.4861235	1.43E-01	-1.619132	-5.402862	-0.1808257	Sdsl
1434032_at	0.4861446	1.43E-01	1.619053	-5.402968	0.198058	Agap3
1423266_at	0.4861554	1.43E-01	-1.618925	-5.403141	-0.1873316	Fam213b
1419830_at	0.4861554	1.43E-01	1.61889	-5.403187	0.136182	
1459010_at	0.4861554	1.43E-01	1.618889	-5.403189	0.1937074	
1437671_x_at	0.4861578	1.43E-01	1.618836	-5.403261	0.1713253	Prss23
1447410_at	0.4862006	1.43E-01	1.618721	-5.403415	0.2405163	
1449121_at	0.4862006	1.43E-01	-1.618678	-5.403474	-0.1651224	Srsf10
1426323_x_at	0.4862036	1.43E-01	-1.618624	-5.403547	-0.1769301	Siva1
1424088_at	0.4862433	1.43E-01	-1.618414	-5.40383	-0.1389184	Myg1
1441098_at	0.4862433	1.43E-01	-1.618411	-5.403833	-0.2349417	Pnldc1
1460486_at	0.4862433	1.43E-01	-1.618392	-5.40386	-0.1678721	Rabgap1
1450724_at	0.4862433	1.43E-01	-1.618325	-5.403949	-0.2287309	Fam126a
1416613_at	0.4862433	1.43E-01	1.61831	-5.40397	0.2066323	Cyp1b1
1427245_at	0.4862433	1.43E-01	-1.618271	-5.404023	-0.1433833	Arfgap1
1459149_at	0.4862467	1.43E-01	1.618216	-5.404096	0.1715674	
1425898_x_at	0.4862855	1.43E-01	1.618091	-5.404266	0.1741611	Olfm3
1432272_a_at	0.4862855	1.43E-01	-1.618064	-5.404302	-0.1803034	Ercc4
1451270_at	0.4863556	1.43E-01	1.617919	-5.404498	0.3406938	Dusp18
1427290_at	0.4864113	1.43E-01	1.617723	-5.404761	0.1703549	Krt81
1427011_a_at	0.4864113	1.43E-01	1.617683	-5.404815	0.139323	Lancl1
1421665_a_at	0.4864113	1.43E-01	-1.617648	-5.404863	-0.1827661	Gnrhr
1424941_at	0.4864113	1.43E-01	-1.617644	-5.404868	-0.1301925	BC016579
1425479_at	0.4864485	1.43E-01	1.617543	-5.405004	0.1594976	Smyd5
1429245_at	0.4864706	1.43E-01	-1.617424	-5.405164	-0.1422802	2510022D24Rik
1449745_at	0.4864706	1.43E-01	1.617414	-5.405179	0.1481853	
1440642_at	0.4865941	1.43E-01	1.617172	-5.405505	0.1421982	Ssu2
1453691_at	0.4865941	1.43E-01	1.617146	-5.405539	0.191157	4921528I07Rik
1446855_at	0.4867096	1.43E-01	1.61694	-5.405818	0.1584167	Vps13d
1448674_at	0.4867101	1.43E-01	-1.616889	-5.405886	-0.1544367	Rnf25
1430663_at	0.486738	1.43E-01	1.616801	-5.406004	0.2277069	9430037O13Rik
1441594_at	0.4867406	1.43E-01	1.616748	-5.406076	0.1874692	
1424298_at	0.4868731	1.43E-01	1.616518	-5.406386	0.2043493	Zfp282
1447313_at	0.486887	1.43E-01	1.616402	-5.406542	0.2229211	
1430373_at	0.486887	1.43E-01	1.6164	-5.406546	0.1735604	5430427O19Rik
1439187_at	0.486887	1.43E-01	1.61635	-5.406612	0.1564843	Vps13d
1425452_s_at	0.4869277	1.43E-01	1.616181	-5.40684	0.1600054	Fam84a
1427624_s_at	0.4869277	1.43E-01	-1.616174	-5.406849	-0.190745	Iltifb///Il22
1451110_at	0.4869277	1.43E-01	-1.616111	-5.406935	-0.1703132	Egln1
1454208_at	0.4869277	1.43E-01	-1.616083	-5.406973	-0.1810616	4930483O08Rik
1420139_s_at	0.4869277	1.43E-01	-1.616046	-5.407022	-0.1410778	Krr1
1416280_at	0.4869472	1.44E-01	-1.615934	-5.407173	-0.1759394	Uba2
1432855_at	0.4869472	1.44E-01	1.61592	-5.407192	0.1494184	Kctd3
1435118_at	0.4869773	1.44E-01	-1.61575	-5.40742	-0.1538156	Tsen2
1455710_x_at	0.4869773	1.44E-01	1.615733	-5.407444	0.1744782	Mtcp1
1423133_at	0.4869773	1.44E-01	1.615681	-5.407514	0.1297647	Cwc15
1436267_a_at	0.4869773	1.44E-01	1.61568	-5.407515	0.2187594	Mtor
1444153_at	0.4870893	1.44E-01	1.615437	-5.407843	0.1848096	
1427247_at	0.4870893	1.44E-01	1.615429	-5.407854	0.1776872	Plppr4
1445234_at	0.4871442	1.44E-01	1.615304	-5.408021	0.1563162	C130030K03Rik
1427455_x_at	0.4872694	1.44E-01	1.615085	-5.408317	1.9491341	Igkv6-23///Igkv4-53///Igkv8-30///Igkj1///Igk-V28///Igkc
1417782_at	0.4872961	1.44E-01	-1.614999	-5.408433	-0.1834766	Cers4
1418014_a_at	0.4872999	1.44E-01	-1.614944	-5.408507	-0.1539988	B4galt1
1431514_at	0.4874392	1.44E-01	-1.614705	-5.408829	-0.173508	5730453C05Rik
1456140_at	0.4874644	1.44E-01	1.614621	-5.408942	0.1817614	Zic5
1432783_at	0.4874675	1.44E-01	1.614567	-5.409014	0.189603	4930556A17Rik
1443375_at	0.4875489	1.44E-01	-1.614395	-5.409247	-0.1778103	Gnas
1427922_at	0.4875489	1.44E-01	-1.614343	-5.409317	-0.153396	Cmc2
1450597_at	0.4875489	1.44E-01	1.614308	-5.409364	0.1932957	Olfr870
1448604_at	0.4876848	1.44E-01	1.61405	-5.409711	0.1790984	Uck2
1455205_a_at	0.4876848	1.44E-01	1.614024	-5.409746	0.1424297	Usp19
1424403_a_at	0.4876916	1.44E-01	-1.613965	-5.409826	-0.1833894	Rufy3
1459372_at	0.4877014	1.44E-01	-1.613902	-5.40991	-0.1567292	Npas4
1453631_at	0.4877312	1.44E-01	1.613805	-5.410041	0.1518474	Stx8
1437858_at	0.4877312	1.44E-01	-1.613762	-5.410099	-0.1842192	Dpy19l3
1418721_at	0.4877811	1.44E-01	-1.613637	-5.410267	-0.1790345	Cops7b
1453396_at	0.4877811	1.44E-01	1.613567	-5.410362	0.1553336	Wdr38
1421627_at	0.4877811	1.44E-01	1.613478	-5.410481	0.1900397	Evx1
1421145_at	0.4877811	1.44E-01	-1.61347	-5.410492	-0.1739035	Slc26a2
1455385_at	0.4877811	1.44E-01	1.613446	-5.410524	0.1983816	Exoc6///Sh3glb1
1423378_at	0.487802	1.44E-01	-1.613272	-5.410759	-0.1543718	Adam23
1419907_s_at	0.487802	1.44E-01	-1.613241	-5.4108	-0.2199139	Fcrla
1446461_at	0.487802	1.44E-01	-1.613192	-5.410866	-0.2045208	
1428939_s_at	0.487802	1.44E-01	-1.613189	-5.41087	-0.2078048	Gnaq
1456785_at	0.487802	1.44E-01	1.613154	-5.410917	0.17269	Med14
1443204_at	0.487802	1.44E-01	-1.613098	-5.410993	-0.1625273	
1418417_at	0.487802	1.44E-01	-1.61307	-5.41103	-0.1753996	Msc
1448973_at	0.4878312	1.44E-01	1.61296	-5.411179	0.1772553	Sult1d1
1416400_at	0.4878312	1.44E-01	-1.612931	-5.411217	-0.1401114	Pycrl
1447719_at	0.4878633	1.44E-01	1.612817	-5.411371	0.2926304	Apoh
1434727_at	0.4878633	1.44E-01	1.612789	-5.411409	0.1883465	Hepacam
1456455_at	0.4880007	1.44E-01	1.612522	-5.411769	0.1548485	Morf4l1b///Morf4l1
1423404_at	0.4880007	1.44E-01	-1.612464	-5.411847	-0.1407242	Gkn1
1447446_at	0.4880007	1.44E-01	1.612401	-5.411931	0.1414007	
1419136_at	0.4880007	1.44E-01	1.612333	-5.412023	0.1362887	Akr1c18
1431772_a_at	0.4880007	1.44E-01	1.612292	-5.412078	0.1614795	Itsn2
1434357_a_at	0.4880007	1.44E-01	-1.612292	-5.412078	-0.1422234	Kpnb1
1440901_at	0.4880007	1.44E-01	1.612255	-5.412128	0.231204	Dgkb
1431757_s_at	0.4880686	1.44E-01	1.612113	-5.412319	0.17272	5033417F24Rik
1427589_at	0.4881262	1.44E-01	-1.611925	-5.412571	-0.1800851	Fam234b
1457355_at	0.4881262	1.44E-01	-1.611915	-5.412585	-0.1636501	Pnpla8
1446603_at	0.4881262	1.44E-01	-1.611831	-5.412698	-0.1517515	
1418997_at	0.4881262	1.44E-01	1.611786	-5.412759	0.1901022	Lyrm5
1429121_at	0.4881262	1.44E-01	1.611751	-5.412807	0.2548862	Spopl
1422788_at	0.4881262	1.44E-01	1.611703	-5.41287	0.2284971	Slc43a3
1442487_at	0.4881262	1.44E-01	1.611688	-5.412891	0.163436	D14Ertd24e
1423497_at	0.4882339	1.44E-01	-1.611492	-5.413154	-0.2177342	Klhl10
1457323_at	0.488264	1.45E-01	1.61135	-5.413346	0.1731193	Smco3
1454944_at	0.488264	1.45E-01	1.611269	-5.413455	0.1533651	Hic2
1428955_x_at	0.488264	1.45E-01	-1.611265	-5.41346	-0.1597244	Slc9a3r2
1432561_at	0.488264	1.45E-01	-1.611253	-5.413476	-0.2114606	4930569F06Rik
1431896_at	0.488307	1.45E-01	1.611093	-5.413691	0.1714651	4930447C04Rik
1443071_at	0.488307	1.45E-01	-1.611038	-5.413765	-0.2382092	AI839979
1435304_at	0.488307	1.45E-01	-1.610997	-5.41382	-0.2255239	Sod1
1442621_at	0.488307	1.45E-01	-1.610997	-5.413821	-0.2225442	C77798
1441846_x_at	0.4883079	1.45E-01	1.610861	-5.414003	0.1416987	Tmed3
1424809_at	0.4883079	1.45E-01	1.610859	-5.414006	0.1997216	Crb3
1450928_at	0.4883079	1.45E-01	1.610809	-5.414073	0.3215078	Id4
1442612_at	0.4883079	1.45E-01	1.610782	-5.41411	0.1405982	C730036E19Rik
1457615_at	0.4883079	1.45E-01	1.610748	-5.414156	0.2177274	
1418503_at	0.4883423	1.45E-01	-1.610608	-5.414344	-0.1708286	Hspa9
1452442_at	0.4883423	1.45E-01	1.610602	-5.414352	0.1473807	Usp13
1427209_at	0.4884141	1.45E-01	-1.610428	-5.414586	-0.147537	Baz2a
1422275_at	0.4884141	1.45E-01	1.610365	-5.41467	0.1548824	Ptgdr2
1433211_at	0.4884141	1.45E-01	1.610356	-5.414683	0.1445074	Rptn
1417147_at	0.4884241	1.45E-01	1.610293	-5.414767	0.1632626	Fam69b
1419243_at	0.4884965	1.45E-01	1.610146	-5.414966	0.1923029	Rab14
1456280_at	0.4885657	1.45E-01	-1.61	-5.415162	-0.1442962	Clspn
1448880_at	0.4885657	1.45E-01	-1.609919	-5.41527	-0.1313457	Gm10015///Gm10705///Gm10145///Gm5858///Ube2l3
1454730_at	0.4885657	1.45E-01	-1.609903	-5.415292	-0.166801	Tapt1
1438948_x_at	0.4885827	1.45E-01	1.609831	-5.415389	0.1982414	Tspo
1428961_a_at	0.4886005	1.45E-01	1.609757	-5.415488	0.1347257	Clasrp
1452189_at	0.4888299	1.45E-01	-1.609396	-5.415975	-0.1724873	Wdr82
1443111_at	0.4888299	1.45E-01	1.6093	-5.416103	0.1468987	Plekha1
1459625_at	0.4888299	1.45E-01	1.609279	-5.416131	0.1966795	
1430025_at	0.4888299	1.45E-01	1.609241	-5.416183	0.2201843	Ppp3cc
1422349_at	0.4888299	1.45E-01	1.609199	-5.416239	0.2232134	Ccr1l1
1449280_at	0.4888309	1.45E-01	1.609148	-5.416307	0.1603061	Esm1
1417793_at	0.4888726	1.45E-01	1.609042	-5.41645	0.4456283	Irgm2
1419764_at	0.4888953	1.45E-01	-1.608957	-5.416564	-0.1702577	Chil3
1432716_at	0.4888953	1.45E-01	-1.608912	-5.416624	-0.1747974	Lrrn1
1454613_at	0.4889335	1.45E-01	-1.608811	-5.41676	-0.2731042	Dpysl3
1418146_a_at	0.4889752	1.45E-01	-1.608705	-5.416903	-0.1638601	Rbl2
1421333_a_at	0.4890005	1.45E-01	1.608622	-5.417015	0.254653	Mynn
1431771_a_at	0.4890883	1.45E-01	-1.608389	-5.417328	-0.1743566	Irak1bp1
1416133_at	0.4890883	1.45E-01	1.608389	-5.417328	0.1512626	Efr3a
1416857_at	0.4890883	1.45E-01	1.608354	-5.417374	0.1423771	Sdf2
1458259_x_at	0.4890885	1.45E-01	1.608305	-5.417441	0.1496058	Cops3
1419982_s_at	0.4890961	1.45E-01	-1.608243	-5.417524	-0.1552526	
1445387_at	0.4890961	1.45E-01	1.608196	-5.417588	0.3359922	Senp6
1418532_at	0.4891556	1.45E-01	-1.608066	-5.417763	-0.2414957	Fzd2
1437872_at	0.4891667	1.45E-01	1.607902	-5.417983	0.2004249	Napepld
1431121_at	0.4891667	1.45E-01	1.607878	-5.418015	0.1716876	Amotl1
1423624_at	0.4891667	1.45E-01	1.607857	-5.418043	0.1583229	Fancl
1433140_a_at	0.4891667	1.45E-01	-1.607853	-5.418049	-0.1554878	Nacc1
1427620_at	0.4893884	1.45E-01	-1.607485	-5.418543	-0.1490174	Cul9
1444605_at	0.4893884	1.45E-01	-1.607454	-5.418585	-0.1397096	1700061F12Rik
1422749_at	0.4896315	1.45E-01	1.607076	-5.419093	0.1710527	Ly6g6c
1442411_at	0.4897728	1.45E-01	1.606824	-5.419431	0.1876022	
1460135_at	0.4897728	1.46E-01	1.606786	-5.419482	0.2936688	A930005H10Rik
1428768_at	0.4898625	1.46E-01	-1.6066	-5.419733	-0.2504058	Pan3
1447230_at	0.4898625	1.46E-01	1.606566	-5.419778	0.1742407	Wdr92
1424146_at	0.4898748	1.46E-01	1.606464	-5.419914	0.1524715	Gpr37l1
1418306_at	0.4898748	1.46E-01	1.60645	-5.419933	0.1806444	Crybb1
1457489_at	0.4899099	1.46E-01	-1.606308	-5.420125	-0.2057058	
1448438_at	0.4899099	1.46E-01	1.606304	-5.42013	0.1466105	Derl2
1430530_s_at	0.4899165	1.46E-01	1.606218	-5.420245	0.141229	Nmral1
1434973_at	0.4899165	1.46E-01	1.606196	-5.420274	0.141802	Car7
1420677_x_at	0.4901023	1.46E-01	1.605896	-5.420678	0.2101719	Lce1a1
1427641_at	0.4902222	1.46E-01	1.605581	-5.421101	0.1687772	LOC102640586
1460406_at	0.4902222	1.46E-01	1.605482	-5.421234	0.1623778	Pls1
1451681_at	0.4902222	1.46E-01	1.605474	-5.421245	0.2091767	BC089597
1438932_at	0.4902222	1.46E-01	-1.605459	-5.421265	-0.1468802	Rasgrp2
1443732_at	0.4902222	1.46E-01	-1.60545	-5.421278	-0.1746069	
1425422_a_at	0.4902222	1.46E-01	1.605438	-5.421294	0.1658535	Parn
1427487_at	0.4902415	1.46E-01	1.605358	-5.4214	0.1434618	Abcf2
1417480_at	0.4902415	1.46E-01	-1.605313	-5.421461	-0.1425095	Fbxo9
1452105_a_at	0.4903256	1.46E-01	1.60515	-5.42168	0.1503007	Tsc2
1458131_at	0.4904053	1.46E-01	-1.604993	-5.421891	-0.1847329	
1446169_at	0.4904498	1.46E-01	1.604884	-5.422038	0.1436462	Dgcr8
1445550_at	0.4904981	1.46E-01	1.604766	-5.422195	0.1947196	Klhl32
1442106_at	0.4904981	1.46E-01	-1.604651	-5.42235	-0.1969561	Fancm
1456391_at	0.4904981	1.46E-01	-1.604628	-5.422381	-0.3053089	Tdrd5
1453260_a_at	0.4904981	1.46E-01	1.604562	-5.422469	0.1890495	Ppp2r2a
1453220_at	0.4904981	1.46E-01	1.604562	-5.42247	0.1694071	Nxpe2
1423455_at	0.4904981	1.46E-01	1.604522	-5.422523	0.1654654	LOC102632565///Gm15466///Ptma
1434242_at	0.490517	1.46E-01	-1.604447	-5.422624	-0.2153256	Usp37
1437802_x_at	0.4906029	1.46E-01	-1.604282	-5.422845	-0.1428004	Morf4l1b///Morf4l1
1429969_at	0.4906217	1.46E-01	-1.604109	-5.423078	-0.138704	4833403J16Rik
1434457_at	0.4906217	1.46E-01	-1.604105	-5.423083	-0.3790001	Sp100
1456872_a_at	0.4906217	1.46E-01	1.604098	-5.423093	0.1417481	Harbi1
1460208_at	0.4906217	1.46E-01	-1.604059	-5.423144	-0.5303426	Fbn1
1417170_at	0.4906741	1.46E-01	1.603939	-5.423306	0.1842713	Lztfl1
1424057_at	0.4908165	1.46E-01	1.603698	-5.42363	0.1481225	Gdap2
1432067_at	0.4908476	1.46E-01	1.603564	-5.42381	0.1851768	4930473O22Rik
1447928_at	0.4908476	1.46E-01	-1.603557	-5.423819	-0.2427319	Car5b
1424241_at	0.4909397	1.46E-01	1.603356	-5.424088	0.1695325	Slc30a6
1453351_at	0.4909397	1.46E-01	1.603334	-5.424118	0.1384372	Tbx20
1455355_at	0.4909653	1.46E-01	1.60325	-5.42423	0.1313694	G2e3
1421035_a_at	0.4910212	1.46E-01	-1.603126	-5.424398	-0.1449289	Magi3
1426248_at	0.4911085	1.46E-01	-1.60291	-5.424686	-0.182189	Stk24
1458760_at	0.4911085	1.46E-01	1.602909	-5.424688	0.197917	
1417817_a_at	0.491118	1.46E-01	1.602847	-5.424771	0.1767619	Wwtr1
1425738_at	0.4911597	1.46E-01	1.602706	-5.424961	0.2521295	Igk
1434686_at	0.4911597	1.46E-01	-1.602692	-5.424979	-0.1556656	Supt20
1455533_at	0.491208	1.46E-01	-1.602499	-5.425239	-0.2269582	Pced1a
1429156_at	0.491208	1.46E-01	-1.602491	-5.42525	-0.2153099	Cenpw
1417523_at	0.491208	1.46E-01	1.602469	-5.425279	0.1432194	Plek
1438851_x_at	0.491208	1.46E-01	-1.6024	-5.425371	-0.1469523	Cldn1
1421087_at	0.491208	1.46E-01	-1.602381	-5.425397	-0.1509324	Per3
1441783_at	0.4912253	1.46E-01	-1.602308	-5.425494	-0.1290029	2410022M11Rik
1439936_at	0.4914233	1.47E-01	-1.601944	-5.425983	-0.2816724	BE949265
1427747_a_at	0.4914233	1.47E-01	1.601943	-5.425985	0.6436277	Lcn2
1423332_at	0.4914368	1.47E-01	1.601875	-5.426075	0.1814819	Sdcbp
1419307_at	0.4914472	1.47E-01	-1.601685	-5.42633	-0.4665899	Tnfrsf13c
1455442_at	0.4914472	1.47E-01	1.601682	-5.426334	0.1610839	Slc6a19
1433167_at	0.4914472	1.47E-01	-1.601682	-5.426335	-0.2260184	4930444E06Rik
1424477_at	0.4914472	1.47E-01	1.601664	-5.426358	0.1549468	Tmem184a
1434246_at	0.491655	1.47E-01	1.601335	-5.4268	0.1541273	L3mbtl3
1437344_x_at	0.4916869	1.47E-01	-1.60121	-5.426967	-0.2540101	Krt13
1440417_at	0.4916869	1.47E-01	1.601185	-5.427002	0.2539473	D19Ertd409e
1427740_a_at	0.4916869	1.47E-01	-1.601094	-5.427123	-0.159987	Gm12606
1457507_at	0.4916869	1.47E-01	1.601046	-5.427187	0.1974427	Gm20642
1427172_at	0.4916869	1.47E-01	-1.601046	-5.427188	-0.2201877	Ofd1
1437619_x_at	0.4917313	1.47E-01	1.600937	-5.427334	0.1701187	Ddr1
1437456_x_at	0.4918982	1.47E-01	-1.600647	-5.427723	-0.1480434	Ythdf1
1433524_at	0.4918982	1.47E-01	-1.600613	-5.427768	-0.161103	Gm15800
1452109_at	0.4919206	1.47E-01	1.600481	-5.427946	0.1484631	Il17re
1441584_at	0.4919206	1.47E-01	-1.600463	-5.42797	-0.2337876	
1440482_at	0.4919206	1.47E-01	1.6004	-5.428055	0.1860472	Vps13a
1444420_at	0.4919206	1.47E-01	-1.600387	-5.428072	-0.1813166	E230032D23Rik
1447524_at	0.491967	1.47E-01	1.600265	-5.428235	0.1653594	Ap3m2
1435405_at	0.491967	1.47E-01	1.600226	-5.428288	0.1783398	Setd4
1442849_at	0.4919842	1.47E-01	-1.600153	-5.428385	-0.180872	Lrp1
1457696_at	0.4920111	1.47E-01	1.600068	-5.428499	0.1539134	Rilp
1447126_at	0.492022	1.47E-01	1.59997	-5.42863	0.1734509	Gm31367
1439155_at	0.492022	1.47E-01	-1.599955	-5.428651	-0.1817328	Mettl1
1428968_at	0.4920345	1.47E-01	1.599889	-5.428739	0.1734802	Cep57
1449877_s_at	0.4920379	1.47E-01	1.599835	-5.428812	0.2004528	Kifc1
1427700_x_at	0.4921637	1.47E-01	1.599612	-5.429111	0.1611383	Krt6a
1422674_s_at	0.4921637	1.47E-01	-1.599567	-5.429171	-0.3035477	Crygc///Crygb
1418788_at	0.4922192	1.47E-01	-1.599443	-5.429337	-0.2756786	Tek
1422505_at	0.4922447	1.47E-01	-1.59936	-5.429449	-0.1286338	Chrac1
1436359_at	0.4922986	1.47E-01	-1.59918	-5.429689	-0.425232	Ret
1450399_at	0.4922986	1.47E-01	1.599081	-5.429822	0.1486414	Psen1
1419471_a_at	0.4922986	1.47E-01	1.599069	-5.429839	0.1552654	Nudc
1437089_at	0.4922986	1.47E-01	1.599062	-5.429847	0.1985674	Pyroxd2
1423656_x_at	0.4922986	1.47E-01	-1.599042	-5.429875	-0.1430621	Ctc1
1428988_at	0.4923277	1.47E-01	-1.598953	-5.429994	-0.1721543	Abcc3
1428302_at	0.49239	1.47E-01	1.59882	-5.430172	0.1329247	Mrpl48
1459653_at	0.4925679	1.47E-01	1.598497	-5.430605	0.1250691	
1420328_at	0.4925679	1.47E-01	1.598421	-5.430706	0.1671781	Rep15
1439928_at	0.4925679	1.47E-01	-1.598417	-5.430712	-0.3085183	
1447973_at	0.4925679	1.47E-01	1.598349	-5.430803	0.1266897	Trip11
1423851_a_at	0.4925679	1.47E-01	-1.598335	-5.430822	-0.1490974	Shisa2
1453169_a_at	0.4925803	1.47E-01	-1.598269	-5.43091	-0.1925776	Gtf2h1
1424636_at	0.4926277	1.47E-01	1.598156	-5.431061	0.1820295	Ccdc47
1420758_at	0.4926932	1.47E-01	1.598019	-5.431245	0.1914281	5830411J07Rik
1457228_x_at	0.4927069	1.47E-01	1.597952	-5.431336	0.2348179	Gle1
1417460_at	0.4927137	1.47E-01	-1.597893	-5.431414	-0.2301627	Ifitm2
1454580_at	0.4927466	1.47E-01	1.5978	-5.431539	0.1830294	5430427N15Rik
1417519_at	0.4927993	1.48E-01	-1.597629	-5.431768	-0.1426289	Plagl2
1459656_at	0.4927993	1.48E-01	-1.597578	-5.431837	-0.1896022	Kcng1
1454685_at	0.4927993	1.48E-01	-1.597568	-5.43185	-0.138337	Gpr146
1434334_at	0.4927993	1.48E-01	-1.597499	-5.431942	-0.209803	Prkd2
1452873_at	0.4927993	1.48E-01	-1.597483	-5.431963	-0.2004981	Trmo
1442139_at	0.4928251	1.48E-01	-1.5974	-5.432075	-0.2481877	
1449170_at	0.4929149	1.48E-01	1.597225	-5.432309	0.2468473	Piwil2
1438008_at	0.4929149	1.48E-01	-1.59714	-5.432423	-0.1475758	Gga3
1419644_at	0.4929149	1.48E-01	1.59709	-5.43249	0.1383791	Cstf2
1418471_at	0.4929149	1.48E-01	-1.597035	-5.432564	-0.1457616	Pgf
1450771_at	0.4929149	1.48E-01	1.597034	-5.432566	0.133316	Fut9
1450190_at	0.4929741	1.48E-01	1.596905	-5.432738	0.1909428	Zfp106
1435374_at	0.4930123	1.48E-01	1.596761	-5.432931	0.2151321	Cdyl2
1445593_at	0.4930123	1.48E-01	1.596671	-5.433051	0.1713082	
1443035_at	0.4930123	1.48E-01	-1.596585	-5.433166	-0.1493334	
1449371_at	0.4930123	1.48E-01	-1.596543	-5.433222	-0.2203373	Hars2
1415742_at	0.4930123	1.48E-01	1.596508	-5.43327	0.137262	Aup1
1423534_at	0.4930123	1.48E-01	-1.596488	-5.433296	-0.1366257	Pdcd2
1447175_at	0.4930123	1.48E-01	1.596444	-5.433355	0.1789343	
1416330_at	0.4930123	1.48E-01	-1.59639	-5.433428	-0.1522637	Cd81
1428712_at	0.4930123	1.48E-01	-1.596329	-5.433509	-0.1506552	Mon1b
1443951_at	0.4930123	1.48E-01	1.596321	-5.43352	0.2710676	C230076A16Rik
1444535_at	0.4930123	1.48E-01	1.596283	-5.433571	0.2322368	
1460187_at	0.4930123	1.48E-01	1.596265	-5.433595	0.209973	Sfrp1
1446097_at	0.4931002	1.48E-01	1.596098	-5.433819	0.1914719	Rbbp8
1419796_at	0.493242	1.48E-01	1.595812	-5.434201	0.1919097	Gm15934
1451121_a_at	0.493242	1.48E-01	1.595809	-5.434206	0.143302	Gltscr2
1420130_s_at	0.4934312	1.48E-01	-1.595505	-5.434612	-0.1995866	Rtcb
1456551_at	0.4935982	1.48E-01	1.595171	-5.435059	0.2190537	
1419646_a_at	0.4935982	1.48E-01	-1.595139	-5.435102	-0.6390881	Mbp
1434074_x_at	0.4935982	1.48E-01	-1.595126	-5.43512	-0.1705694	Arf4
1439211_at	0.4935982	1.48E-01	-1.595085	-5.435175	-0.1560621	Umodl1
1447993_a_at	0.4936286	1.48E-01	-1.594995	-5.435295	-0.2114626	Snhg10
1448216_at	0.4936575	1.48E-01	1.594896	-5.435427	0.179532	Syngr3
1432866_at	0.4936575	1.48E-01	-1.594799	-5.435558	-0.1614216	6030442K20Rik
1452778_x_at	0.4936575	1.48E-01	1.594793	-5.435565	0.1373499	Nap1l1
1426041_a_at	0.4936575	1.48E-01	-1.59476	-5.435609	-0.2555009	Fgd4
